circumplex.arousal_custom,circumplex.valence_custom,activity_mean,call_custom,sms_custom,week_day_custom,mood_1_day_before,mood_2_day_before,mood_3_day_before,screen_mean,screen_sum,screen_len,appCat.builtin_mean,appCat.builtin_sum,appCat.builtin_len,appCat.communication_mean,appCat.communication_sum,appCat.communication_len,appCat.entertainment_mean,appCat.entertainment_sum,appCat.entertainment_len,appCat.finance_mean,appCat.finance_sum,appCat.finance_len,appCat.game_mean,appCat.game_sum,appCat.game_len,appCat.office_mean,appCat.office_sum,appCat.office_len,appCat.other_mean,appCat.other_sum,appCat.other_len,appCat.social_mean,appCat.social_sum,appCat.social_len,appCat.travel_mean,appCat.travel_sum,appCat.travel_len,appCat.unknown_mean,appCat.unknown_sum,appCat.unknown_len,appCat.utilities_mean,appCat.utilities_sum,appCat.utilities_len,appCat.weather_mean,appCat.weather_sum,appCat.weather_len,mood,id
0.13333333333333333,0.85,0,0,1.0,2,7.4,6.6,7.0,69.49788001378377,5212.341001033783,75,18.07468888888889,813.361,45,20.52032,1026.0159999999998,50,38.795,77.59,2,0,0,0,0,0,0,17.086,17.086,1,17.43427777777778,313.817,18,33.44186666666667,1504.884,45,116.12227272727273,1277.345,11,25.749571428571425,180.24699999999999,7,8.29275,33.171,4,0,0,0,6.4,AS14.08
-0.6,0.9333333333333332,0,1.0,1.0,2,7.8,7.0,7.0,42.56371864464323,12556.297000169754,295,26.57793197278912,3906.9559999999997,147,49.571827380952385,8328.066999999997,168,49.68599999999999,844.662,17,0,0,0,0,0,0,0,0,0,40.554676923076926,2636.054,65,37.743511627906976,1622.971,43,81.7832857142857,2862.4150000000004,35,0,0,0,0,0,0,0,0,0,7.0,AS14.13
-0.16666666666666666,1.0166666666666666,0,0.4666666666666667,0.7777777777777778,2,7.4,8.0,7.0,30.76337499419846,738.3209998607631,24,4.9030000000000005,191.21700000000004,39,27.0485,324.582,12,65.813,65.813,1,8.0384,40.192,5,0,0,0,0,0,0,19.5445,39.089,2,51.699,103.398,2,0,0,0,0,0,0,0,0,0,0,0,0,6.4,AS14.16
-0.5333333333333333,0.9333333333333332,0,1.0,1.0,3,7.0,7.8,7.0,46.334973914381386,15985.566000461578,345,25.10597452229299,3941.6379999999995,157,47.989231958762886,9309.911000000002,194,49.68599999999999,844.662,17,0,0,0,0,0,0,0,0,0,42.58873404255319,4003.341000000001,94,36.27372,1813.6860000000001,50,81.7832857142857,2862.4150000000004,35,23.663,141.978,6,0,0,0,0,0,0,6.4,AS14.13
0.16666666666666666,0.6666666666666666,0,0.53125,1.0,3,6.75,6.5,7.0,68.01050007343294,408.0630004405976,6,17.213000000000005,309.834,18,39.87650000000001,159.50600000000003,4,0,0,0,0,0,0,0,0,0,0,0,0,172.527,172.527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.166666666666667,AS14.15
-0.16666666666666666,1.0166666666666666,0,0.6,0.8888888888888888,3,6.4,7.4,8.0,30.766575748270196,1015.2969996929164,33,6.343462962962962,342.54699999999997,54,22.581684210526316,429.05199999999996,19,65.813,65.813,1,8.0384,40.192,5,0,0,0,0,0,0,14.79325,59.173,4,51.699,103.398,2,0,0,0,0,0,0,0,0,0,0,0,0,6.6,AS14.16
0.0,0.6666666666666666,0,0.7619047619047619,1.0,3,7.0,7.0,7.0,30.489532217592096,10884.763001680378,357,18.753043824701194,4707.014000000001,251,25.803346153846153,6037.983000000002,234,28.59733333333334,600.5439999999999,21,0,0,0,0,0,0,0,0,0,23.88924,597.2310000000001,25,10.272833333333333,184.911,18,15.712499999999999,125.70000000000002,8,0,0,0,0,0,0,0,0,0,6.333333333333333,AS14.02
-0.3333333333333333,0.7999999999999999,0,1.0,0,3,6.2,8.0,7.0,67.85540369616616,18320.958997964866,270,24.229305084745768,1429.529,59,56.97986016949152,13447.246999999994,236,13.186926605504587,2874.7499999999995,218,0,0,0,0,0,0,0,0,0,28.417190476190473,596.761,21,128.02466666666666,1152.222,9,0,0,0,20.185083333333335,242.221,12,11.538,92.30399999999999,8,0,0,0,6.333333333333333,AS14.05
-0.5125,0.9125,0,0,0.7575757575757577,3,6.4,7.4,6.6,80.86902063163288,7844.295001268387,97,18.010703703703705,972.578,54,39.51581690140844,2805.6229999999996,71,38.795,77.59,2,0,0,0,0,0,0,17.086,17.086,1,14.147846153846157,367.84400000000005,26,35.48684745762712,2093.724,59,116.12227272727273,1277.345,11,25.749571428571425,180.24699999999999,7,8.858,44.29,5,0,0,0,7.0,AS14.08
-0.04166666666666666,0.3333333333333333,0.0,0.6875,1.0,-3,6.166666666666667,6.75,6.5,58.39400005340577,408.7580003738404,7,15.823900000000004,316.478,20,39.87650000000001,159.50600000000003,4,0,0,0,0,0,0,0,0,0,0,0,0,172.527,172.527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,AS14.15
-0.19999999999999998,0.7,0,0,1.0,-3,6.4,7.0,7.8,44.54612216798429,19689.385998249054,442,22.883642201834864,4988.634,218,45.16412844036697,9845.780000000002,218,50.569874999999996,809.1179999999999,16,0,0,0,0,0,0,0,0,0,43.09169599999999,5386.4619999999995,125,33.25014705882353,2261.0099999999998,68,79.45033333333332,3098.5630000000006,39,23.663,141.978,6,6.259,12.518,2,0,0,0,6.6,AS14.13
-0.5125,0.8125,0,0,0.6363636363636364,-3,7.0,6.4,7.4,77.60878302916042,8226.531001091005,106,15.157350877192979,863.9689999999998,57,89.36330434782607,8221.423999999999,92,38.795,77.59,2,0,0,0,0,0,0,17.086,17.086,1,8.16307142857143,228.56599999999995,28,37.93743076923077,2465.9330000000004,65,116.12227272727273,1277.345,11,25.749571428571425,180.24699999999999,7,7.807,31.228,4,0,0,0,5.4,AS14.08
-0.5166666666666666,0.7,0,1.0,1.0,-3,6.333333333333333,6.2,8.0,65.07359039312028,23036.05099916459,354,29.24612820512821,2281.1980000000003,78,54.72525429553264,15925.048999999988,291,13.061650485436894,4036.049999999998,309,0,0,0,0,0,0,0,0,0,20.204594594594596,747.5699999999998,37,128.02466666666666,1152.222,9,0,0,0,17.80635714285714,249.289,14,10.542000000000002,105.41999999999999,10,0,0,0,6.0,AS14.05
0.16666666666666666,0.6666666666666666,0,0.75,1.0,-3,6.333333333333333,7.0,7.0,38.95351195667844,19554.66300225258,502,15.326665829145728,6100.013000000002,398,32.21689583333333,10824.877000000008,336,40.02469565217392,920.5679999999999,23,0,0,0,0,0,0,0,0,0,20.746057142857143,726.1120000000002,35,9.958612903225806,308.717,31,15.712499999999999,125.70000000000002,8,0,0,0,0,0,0,0,0,0,6.75,AS14.02
-0.3333333333333333,0.6333333333333333,0.242857142857143,0,0.8333333333333334,-3,7.0,6.6,6.4,46.170303012385496,1523.6199994087212,33,6.445339285714285,360.93899999999985,56,28.309260869565215,651.1129999999999,23,65.813,65.813,1,9.879,59.274,6,0,0,0,0,0,0,12.650000000000002,63.25000000000001,5,106.56700000000001,319.701,3,0,0,0,0,0,0,0,0,0,0,0,0,7.2,AS14.16
-0.15,0.6333333333333333,0.242857142857143,1.0,0.6666666666666666,-2,7.2,6.6,6.4,41.64452830350624,2207.1600000858302,53,6.129168539325843,545.4959999999998,89,34.321133333333336,1029.6339999999998,30,54.12133333333333,162.364,3,11.624857142857142,81.374,7,0,0,0,0,0,0,12.650000000000002,63.25000000000001,5,106.56700000000001,319.701,3,0,0,0,0,0,0,0,0,0,0,0,0,6.6,AS14.16
-0.20416666666666666,0.26666666666666666,0.8337052096204705,0.5555555555555556,1.0,-2,6.0,6.333333333333333,6.2,78.99537609617497,27095.414000988014,343,25.78897894736843,2449.953000000001,95,62.15869776119404,16658.531000000003,268,14.88161320754717,4732.3529999999955,318,0,0,0,0,0,0,0,0,0,12.216947368421053,464.24399999999997,38,683.573,683.573,1,0,0,0,15.836937500000001,253.39099999999996,16,8.643176470588235,146.93400000000003,17,0,0,0,7.5,AS14.05
-0.25,0.55,0,0,1.0,-2,6.6,6.4,7.0,41.27269611964568,14940.715995311737,362,21.61921387283237,3740.124,173,72.99248979591836,10729.895999999999,147,209.62339999999998,3144.3509999999997,15,0,0,0,0,0,0,0,0,0,40.83131092436975,4858.926,119,29.026584615384618,1886.728,65,59.037000000000006,236.14800000000002,4,23.663,141.978,6,6.259,12.518,2,0,0,0,7.0,AS14.13
0.02777777777777779,0.5083333333333333,0.0,0.7083333333333334,0,-2,6.4,6.166666666666667,6.75,133.58333334657883,2404.5000002384195,18,23.447399999999995,1289.607,55,74.71830769230769,971.338,13,5.019,5.019,1,0,0,0,0,0,0,45.186,45.186,1,54.256,54.256,1,0,0,0,31.162,31.162,1,0,0,0,17.082,17.082,1,0,0,0,7.2,AS14.15
-0.5125000000000001,0.6833333333333335,0.0333333333333333,0,1.0,-2,5.4,7.0,6.4,79.31568749845029,6345.254999876024,80,9.038387096774194,280.19,31,95.5962111111111,8603.658999999998,90,44.07600000000001,220.38000000000002,5,0,0,0,0,0,0,17.086,17.086,1,7.848366666666665,235.45099999999994,30,161.8514615384615,8416.276,52,0,0,0,0,0,0,11.119,11.119,1,0,0,0,6.4,AS14.08
0.3666666666666667,0.43333333333333335,1.1764789046522799,0.5,1.0,-2,6.75,6.333333333333333,7.0,41.336336125099535,24719.12900280952,598,16.35948859315589,8605.091,526,35.160641943734014,13747.811000000009,391,168.59244444444445,3034.664,18,0,0,0,0,0,0,0,0,0,19.10732258064516,592.327,31,11.203568181818182,492.9570000000001,44,15.712499999999999,125.70000000000002,8,0,0,0,0,0,0,0,0,0,8.2,AS14.02
-0.08888888888888886,0.5111111111111111,0.6530542986425341,0.65625,0,-1,7.2,6.4,6.166666666666667,169.2275789411445,3215.3239998817453,19,22.594983333333335,1355.6989999999998,60,111.29668749999999,1780.7469999999998,16,5.019,5.019,1,0,0,0,0,0,0,45.186,45.186,1,54.256,54.256,1,0,0,0,47.275999999999996,94.55199999999999,2,0,0,0,17.082,17.082,1,0,0,0,7.4,AS14.15
-0.48333333333333334,0.6833333333333332,0.35856300804992114,1.0,0,-1,6.4,5.4,7.0,69.47022221088409,6252.319998979567,90,6.992785714285715,195.79800000000003,28,92.12347368421054,8751.729999999998,95,24.18014285714286,169.26100000000002,7,0,0,0,0,0,0,0,0,0,7.12759375,228.08299999999994,32,185.0480444444444,8327.162000000002,45,0,0,0,0,0,0,9.581,19.162,2,0,0,0,7.0,AS14.08
-0.2722222222222222,0.4666666666666666,1.7186055256263262,0.6666666666666666,1.0,-1,7.5,6.0,6.333333333333333,73.75853178014724,22053.801002264026,299,21.91162962962963,1774.8420000000006,81,54.74913617021278,12866.04700000001,235,12.60449828178694,3667.908999999999,291,0,0,0,0,0,0,0,0,0,11.367694444444444,409.2369999999999,36,0,0,0,0,0,0,10.372181818181817,114.094,11,7.976642857142856,111.67299999999999,14,0,0,0,6.75,AS14.05
0.0,1.0,0,1.0,0.75,-1,7.0,7.0,7.0,64.83848387387488,8039.972000360486,124,14.01197037037037,1891.6159999999995,135,30.10461635220126,4786.633999999999,159,221.81218181818184,2439.934,11,0,0,0,0,0,0,0,0,0,22.992181818181816,252.914,11,171.17925,684.717,4,29.191399999999998,145.957,5,31.455099999999998,314.551,10,0,0,0,0,0,0,6.8,AS14.07
-0.24999999999999997,0.5666666666666668,0.552723850839771,1.0,0.6666666666666666,-1,6.6,7.2,6.6,37.83326000690461,1891.6630003452303,50,6.324791666666666,455.3850000000001,72,30.897757575757574,1019.6259999999996,33,37.961000000000006,113.88300000000001,3,20.591,41.182,2,0,0,0,0,0,0,12.350714285714284,86.45499999999998,7,216.303,216.303,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,AS14.16
-0.39999999999999997,0.6,0,0,0,-1,7.0,6.6,6.4,62.93504358507309,23097.160995721824,367,15.646651898734179,2472.171,158,78.9849383886256,16665.821999999993,211,523.6748,2618.374,5,0,0,0,0,0,0,0,0,0,60.248627272727276,6627.349000000002,110,27.12638095238095,1708.9620000000002,63,59.037000000000006,236.14800000000002,4,0,0,0,6.259,12.518,2,0,0,0,7.8,AS14.13
0.3666666666666667,0.7666666666666666,3.2220520633913905,0.6333333333333333,1.0,-1,7.0,8.2,6.75,50.85750453019034,22479.017002344128,442,13.482086294416243,5311.941999999996,394,38.29953546099291,10800.468999999997,282,183.61786666666666,2754.2679999999996,15,0,0,0,0,0,0,0,0,0,15.668111111111111,282.02599999999995,18,10.682558823529414,363.20700000000005,34,17.72390625,567.165,32,0,0,0,0,0,0,0,0,0,6.8,AS14.02
0.1,0.9333333333333332,0,0,0,0,7.8,7.0,6.6,59.83504461565079,29498.676995515834,493,15.414826086956523,2836.328,184,59.16542118226601,24021.160999999975,406,297.7218571428571,4168.105999999999,14,0,0,0,0,0,0,0,0,0,81.23164999999999,6498.531999999999,80,27.506813559322033,1622.9020000000003,59,59.037000000000006,236.14800000000002,4,0,0,0,6.259,12.518,2,0,0,0,6.4,AS14.13
0.4625,0.7166666666666667,2.2152671364965077,1.0,0.75,0,6.75,7.5,6.0,76.37510390328124,23523.532002210624,308,21.72290410958904,1585.7720000000006,73,59.624433734939764,14846.484000000006,249,12.154716312056738,3427.629999999999,282,0,0,0,0,0,0,0,0,0,10.69957777777778,481.48100000000005,45,0,0,0,0,0,0,6.527777777777778,58.75,9,7.102615384615385,92.334,13,0,0,0,7.2,AS14.05
0.1111111111111111,1.0,0,0.6,0.75,0,7.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,AS14.14
0.25,0.5666666666666668,4.673088763732739,0.5333333333333333,1.0,0,6.8,8.2,6.75,47.035146910321394,26574.858004331585,565,13.214135396518374,6831.707999999996,517,36.28524507042253,12881.261999999999,355,106.40988888888889,2873.067,27,0,0,0,0,0,0,0,0,0,14.487576923076922,376.6769999999999,26,11.16329268292683,457.695,41,17.72390625,567.165,32,0,0,0,0,0,0,0,0,0,7.25,AS14.02
0.30000000000000004,0.7999999999999999,0.6530542986425341,0.8333333333333334,1.0,0,7.4,7.2,6.4,169.2275789411445,3215.3239998817453,19,22.594983333333335,1355.6989999999998,60,111.29668749999999,1780.7469999999998,16,5.019,5.019,1,0,0,0,0,0,0,45.186,45.186,1,54.256,54.256,1,0,0,0,47.275999999999996,94.55199999999999,2,0,0,0,17.082,17.082,1,0,0,0,7.0,AS14.15
0.11666666666666667,0.6,0.39474519348914033,0.75,0.625,0,6.4,6.6,7.2,37.09205769575561,1928.7870001792912,52,7.609538461538463,593.5440000000001,78,31.804193548387094,985.9299999999997,31,32.307750000000006,129.23100000000002,4,22.1,22.1,1,0,0,0,0,0,0,11.6664,58.331999999999994,5,95.40166666666666,286.205,3,0,0,0,0,0,0,0,0,0,0,0,0,5.666666666666667,AS14.16
-0.3333333333333333,1.0,0,0,1.0,0,7.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,AS14.20
-0.15000000000000002,0.65,0.7431793111345196,1.0,1.0,0,7.0,6.4,5.4,52.3546414937613,5549.5919983386975,106,134.46545945945945,4975.222,37,77.18638,7718.637999999999,100,24.18014285714286,169.26100000000002,7,0,0,0,0,0,0,0,0,0,7.2315,216.945,30,176.61669387755103,8654.218,49,0,0,0,0,0,0,9.097999999999999,18.195999999999998,2,0,0,0,6.4,AS14.08
0.1111111111111111,1.0,0,0.55,0,0,7.0,7.0,7.0,68.03608620988902,3946.0930001735633,58,6.585055555555554,592.6550000000002,90,40.1718125,1285.4980000000003,32,155.10414285714288,1085.729,7,3.5046363636363638,38.551,11,0,0,0,228.138,228.138,1,38.494249999999994,307.95399999999995,8,63.219100000000005,632.1910000000001,10,0,0,0,0,0,0,4.681333333333334,14.044,3,0,0,0,7.0,AS14.30
-0.5833333333333334,0.7166666666666667,0,1.0,0.75,0,6.8,7.0,7.0,64.85181041455178,17445.137001514428,269,13.920410000000002,2784.081999999998,200,32.39075722543353,11207.202,346,210.23082352941177,3573.924,17,0,0,0,0,0,0,0,0,0,20.0183125,320.29299999999995,16,113.95107692307693,1481.364,13,29.191399999999998,145.957,5,31.455099999999998,314.551,10,0,0,0,0,0,0,5.25,AS14.07
-0.3333333333333333,1.0,0,0,0,1,7.0,7.0,7.0,66.58249994119008,399.4949996471405,6,30.192875,241.54299999999998,8,6.086,6.086,1,43.303,43.303,1,0,0,0,31.647,63.294,2,0,0,0,0,0,0,47.557,47.557,1,0,0,0,545.854,545.854,1,0,0,0,0,0,0,7.0,AS14.20
